,files,keys,en,hi,id,ko,th,zh-Hant,Base,ja,vi,zh-Hans
376,Flabuless/LocalizationStrings/Localizable.strings,"""Login:AlertMessage:LastName:""","""Please enter your last name"";","""Please enter your last name"";","""Please enter your last name"";","""Please enter your last name"";","""Please enter your last name"";","""Please enter your last name"";",,"""姓を入力してください"";","""Please enter your last name"";","""Please enter your last name"";"
377,Flabuless/LocalizationStrings/Localizable.strings,"""Disconnect""","""Disconnect"";","""वियोजित करें "";","""Putuskan"";","""연결해제"";","""ยกเลิกการเชื่อมต่อ"";","""取消連接"";","""Disconnect"";","""切断する"";","""Ngắt kết nối"";","""断开"";"
378,Flabuless/LocalizationStrings/Localizable.strings,"""RedeemedOn""","""Redeemed on %@ %@"";","""पर रिडीम किया गया %@ %@"";","""Ditukarkan pada %@ %@"";","""에 사용 된 %@ %@"";","""แลกมาเมื่อ %@ %@"";","""贖回 %@ %@"";","""Redeemed on %@ %@"";","""%@ %@ に交換されました。"";","""Đã đổi vào %@ %@"";","""赎回 %@ %@"";"
379,Flabuless/LocalizationStrings/Localizable.strings,"""EventDetail:PointOfContactAddress:Title""","""Point of Contact Address"";","""Point of Contact Address"";","""Point of Contact Address"";","""Point of Contact Address"";","""Point of Contact Address"";","""Point of Contact Address"";",,"""担当者名"";","""Point of Contact Address"";","""地址"";"
380,Flabuless/LocalizationStrings/Localizable.strings,"""Please turn on the bluetooth.""","""Please turn on the bluetooth."";","""कृपया ब्लूटूथ ऑन कर लें."";","""Mohon aktifkan Bluetooth."";","""블루투스를 켜 주세요."";","""กรุณาเปิดบลูทูธ"";","""請打開藍芽。"";","""Please turn on the bluetooth."";","""Bluetoothをオンにしてください。"";","""Vui lòng bật bluetooth."";","""请开启蓝牙。"";"
381,Flabuless/LocalizationStrings/Localizable.strings,"""Daily Avg.""","""Daily Avg."";","""Daily Avg."";","""Daily Avg."";","""Daily Avg."";","""Daily Avg."";","""Daily Avg."";","""Daily Avg."";","""Daily Avg."";","""Daily Avg."";","""日平均"";"
382,Flabuless/LocalizationStrings/Localizable.strings,"""pts""","""pts"";","""अंक "";","""poin"";","""점"";","""คะแนน"";","""分"";","""pts"";","""ポイント"";","""điểm"";","""分"";"
383,Flabuless/LocalizationStrings/Localizable.strings,"""Alert:Success:Title""","""Successful"";","""Successful"";","""Successful"";","""Successful"";","""Successful"";","""Successful"";",,"""Successful"";","""Successful"";","""Successful"";"
384,Flabuless/LocalizationStrings/Localizable.strings,"""Address""","""Address"";","""Address"";","""Alamat"";","""주소"";","""ที่อยู่"";","""地址"";","""Address"";","""住所"";","""Địa chỉ"";","""地址"";"
385,Flabuless/LocalizationStrings/Localizable.strings,"""ReadyForTheChallenge?""","""With every step that you take, you can contribute to the charity and make the world a better place. Ready for the Challenge?"";","""आपके द्वारा उठाए गए हर कदम के साथ, आप दान में योगदान दे सकते हैं और दुनिया को बेहतर स्थान बना सकते हैं। चुनौती के लिए तैयार?"";","""Dengan setiap langkah yang Anda ambil, Anda dapat berkontribusi untuk amal dan membuat dunia menjadi tempat yang lebih baik. Bersiaplah untuk Tantangan?"";","""귀하가 취하는 모든 단계를 통해 자선 사업에 기여하고 세계를보다 나은 곳으로 만들 수 있습니다. 도전 과제를 준비하십시오?"";","""ด้วยทุกขั้นตอนที่คุณใช้คุณสามารถมีส่วนร่วมในการกุศลและทำให้โลกนี้กลายเป็นสถานที่ที่ดีกว่าเหมาะกับความท้าทายหรือไม่?"";","""隨著您採取的每一步，您可以為慈善事業做出貢獻，讓世界變得更美好。準備迎接挑戰？"";","""With every step that you take, you can contribute to the charity and make the world a better place. Ready for the Challenge?"";","""あなたが取るすべてのステップで、あなたは慈善団体に貢献し、世界をより良い場所にすることができます。チャレンジの準備はできていますか？"";","""Với mỗi bước mà bạn thực hiện, bạn có thể đóng góp cho tổ chức từ thiện và làm cho thế giới trở thành một nơi tốt đẹp hơn."";","""随着您采取的每一步，您可以为慈善事业做出贡献，让世界变得更美好。准备迎接挑战？"";"
386,Flabuless/LocalizationStrings/Localizable.strings,"""No Active Users""","""No Active Users"";","""कोई सक्रिय उपयोगकर्ता नहीं"";","""Tidak Ada Pengguna Aktif"";","""활성 사용자 없음"";","""ไม่มีผู้ใช้ที่ใช้งานอยู่"";","""沒有任何活動用戶"";","""No Active Users"";","""アクティブなユーザーはいません"";","""Không có người dùng hoạt động nào"";","""没有任何活动用户"";"
387,Flabuless/LocalizationStrings/Localizable.strings,""". Awesome""",""". Awesome"";","""शानदार "";",""". Luar biasa"";",""". 멋집니다"";","""เจ๋งมาก"";","""真棒。"";",""". Awesome"";","""。驚くばかり"";",""". Tuyệt vời!"";","""太棒了"";"
388,Flabuless/LocalizationStrings/Localizable.strings,"""Leaderboard:Individual:Label:SubtitleZero""","""Your ranking is 0 and percentile rank is 0"";","""आपका रैंक 0 है और आप शीर्ष 0 में हैं"";","""Anda di peringkat 0 dan peringkat persentil adalah 0"";","""귀하의 순위는 0이고 백분위 순위는 0입니다"";","""อันดับของคุณคือ 0 และอันดับเปอร์เซนต์ไทป์คือ 0"";","""您當前的排名是第 0，也同時佔領了前 0的名次!"";","""Your ranking is 0 and percentile rank is 0"";","""あなたのランキングは0で、パーセンタイルランクは0です"";","""Bạn hiện đang đứng hạng 0 Bạn đang dẫn trước 0"";","""您当前的排名是第 0 也同时占领了前 0 的名次!"";"
389,Flabuless/LocalizationStrings/Localizable.strings,"""CREATE POLL""","""CREATE POLL"";","""पोल बनाएँ"";","""Buat polling"";","""폴링 만들기"";","""สร้างโพล"";","""建立輪詢"";","""CREATE POLL"";","""世論調査を作成する"";","""Tạo thăm dò ý kiến"";","""创建轮询"";"
390,Flabuless/LocalizationStrings/Localizable.strings,"""Friday""","""Friday"";","""शुक्रवार "";","""Jumat"";","""금요일"";","""วันศุกร์"";","""週五"";","""Friday"";","""金曜日"";","""Thứ Sáu"";","""周五"";"
391,Flabuless/LocalizationStrings/Localizable.strings,"""ProfileEdit:ToastError:FirstName:""","""Please Enter First name"";","""Please Enter First name"";","""Please Enter First name"";","""Please Enter First name"";","""Please Enter First name"";","""Please Enter First name"";",,"""名前を入力してください。"";","""Please Enter First name"";","""Please Enter First name"";"
392,Flabuless/LocalizationStrings/Localizable.strings,"""Please Enter First name""","""Please Enter First name"";","""कृपया पहला नाम दर्ज करें"";","""Silakan masukkan nama depan"";","""Please enter 이름"";","""กรุณาใส่ชื่อ"";","""請輸入名字"";","""Please Enter First name"";","""入力してください名前"";","""Vui lòng nhập tên"";","""请输入名字"";"
393,Flabuless/LocalizationStrings/Localizable.strings,"""History:RedemptionOn:Label""","""Redemption on"";","""Redemption on"";","""Redemption on"";","""Redemption on"";","""Redemption on"";","""Redemption on"";",,"""交換日"";","""Redemption on"";","""Redemption on"";"
394,Flabuless/LocalizationStrings/Localizable.strings,"""CODE ""","""CODE "";","""कोड "";","""KODE"";","""코드"";","""รหัส"";","""代碼"";","""CODE "";","""コード"";","""MÃ"";","""编码"";"
395,Flabuless/LocalizationStrings/Localizable.strings,"""New Password field should not be empty.""","""New Password field should not be empty."";","""न्यू पासवर्ड फ़ील्ड खाली नहीं होना चाहिए."";","""Kolom Kata Sandi Baru tidak boleh kosong."";","""새 패스워드 필드는 공란일 수 없습니다."";","""ช่องรหัสผ่านใหม่ไม่ควรจะว่างเปล่า"";","""新密碼空格不得留空。"";","""New Password field should not be empty."";","""新しいパスワードフィールドは空であってはいけません。"";","""Trường Mật khẩu Mới không thể để trống."";","""新密码栏不应为空。"";"
396,Flabuless/LocalizationStrings/Localizable.strings,"""Activity:Cancer""","""Cancer Screening"";","""Cancer Screening"";","""Cancer Screening"";","""Cancer Screening"";","""Cancer Screening"";","""Cancer Screening"";",,"""ガン検診"";","""Cancer Screening"";","""Cancer Screening"";"
397,Flabuless/LocalizationStrings/Localizable.strings,"""Please Select Right date  ""","""Please Select Right date  "";","""कृपया सही तिथि और समय सीमा दर्ज करें"";","""Mohon Pilih Tanggal yang Benar"";","""정확한 날짜를 선택해 주세요"";","""โปรดเลือกวันที่ถูกต้อง"";","""請選擇正確的日期"";","""Please Select Right date  "";","""右の日付を選択してください"";","""Vui lòng Chọn một ngày Đúng"";","""请选择正确的日期"";"
398,Flabuless/LocalizationStrings/Localizable.strings,"""Delivery:ReceiverInfo:Alert:ShareData""","""Please tick checkbox to provide consent."";","""Please tick checkbox to provide consent."";","""Please tick checkbox to provide consent."";","""Please tick checkbox to provide consent."";","""Please tick checkbox to provide consent."";","""Please tick checkbox to provide consent."";",,"""個人情報の取り扱いに同意してください。"";","""Please tick checkbox to provide consent."";","""Please tick checkbox to provide consent."";"
399,Flabuless/LocalizationStrings/Localizable.strings,""" points and """,""" points and "";","""अंक और "";","""poin dan"";","""포인트와"";","""แต้มและ"";","""積分及"";",""" points and "";","""ポイントと"";","""điểm và "";","""分数以及"";"
400,Flabuless/LocalizationStrings/Localizable.strings,""" Points awarded""",,,,,,,""" Points awarded"";",,,
401,Flabuless/LocalizationStrings/Localizable.strings,"""Week3""","""Week3"";","""सप्ताह3"";","""Minggu 3"";","""3주"";","""สัปดาห์ที่ 3"";","""第三週"";","""Week3"";","""3週目"";","""Tuần3"";","""第3周"";"
402,Flabuless/LocalizationStrings/Localizable.strings,"""Stand on the weighing machine and wait for the weight to stop blinking""","""Stand on the weighing machine and wait for the weight to stop blinking"";","""वजन मशीन पर खड़े हो जाओ और वजन घटाने के लिए वजन की प्रतीक्षा करें"";","""Berdiri di mesin penimbang dan tunggu sampai berat berhenti berkedip"";","""무게 측정기에 서서 무게가 깜박임을 멈출 때까지 기다립니다."";","""ยืนบนเครื่องชั่งน้ำหนักและรอให้น้ำหนักหยุดกระพริบ"";","""站在稱重機上，等待重量停止閃爍"";","""Stand on the weighing machine and wait for the weight to stop blinking"";","""計量機に立って、重量が点滅するのを待つ"";","""Đứng trên máy cân và chờ trọng lượng ngừng nhấp nháy"";","""站在称重机上，等待重量停止闪烁"";"
