,files,keys,en,vi,ms,th,ru,zh-Hans,ar,id
704,Strings/Localizable.strings,"""Remaining Points""",,,,"""คะแนนคงเหลือ"";","""Осталось баллов"";","""剩余积分"";""คะแนนคงเหลือ"";",,"""Baki Mata Ganjaran"";"
705,Strings/Localizable.strings,"""Copy Code""","""Copy Code"";",,"""Copy Code"";","""คัดลอก"";","""Скопировать код"";","""Copy Code"";",,"""Salin Kod"";"
706,Strings/Localizable.strings,"""Unable to deauthenticate User ""","""Unable to deauthenticate User "";",,"""Unable to deauthenticate User "";","""ไม่สามารถยกเลิกการรับรองความถูกต้องของผู้ใช้ "";","""Не удается отменить аутентификацию пользователя"";","""此用户的验证删除失败"";",,"""Tidak dapat menyahautentikasi Pengguna"";"
707,Strings/Localizable.strings,"""Phetchaburi""","""Phetchaburi"";","""Phetchaburi"";","""Phetchaburi"";","""เพชรบรุ ี"";","""Пхетбури"";","""Phetchaburi"";",,
708,Strings/Localizable.strings,"""Group name should not be empty""","""Group name should not be empty"";",,"""Group name should not be empty"";","""ชื่อกลุ่มไม่ควรว่างเปล่า"";","""Название группы не может быть пустым полем"";","""必须填写组名的字段"";",,"""Nama kumpulan tidak boleh kosong"";"
709,Strings/Localizable.strings,"""Enter Units sold""","""Enter Units sold"";",,"""Enter Units sold"";","""ป้อนจำนวนหน่วยที่ขาย"";","""Введите число проданных единиц"";","""输入销售单位"";",,"""Masukkan Unit yang dijual"";"
710,Strings/Localizable.strings,"""Address line 1""",,,,"""กรุณาใส่ที่อยู่ 1"";","""Строка адреса 1"";",,,
711,Strings/Localizable.strings,"""No address added.""",,,,"""ไม่มีการเพิ่มที่อยู่"";","""Не добавлено ни одного адреса."";","""未添加地址。"";",,"""Tidak ada alamat"";"
712,Strings/Localizable.strings,"""Choose Number""","""Choose Number"";",,"""Choose Number"";","""เลือกจำนวน"";","""Выберите номер"";","""选择号码"";",,"""Pilih Nombor"";"
713,Strings/Localizable.strings,"""1 year ago""","""1 year ago"";",,"""1 year ago"";","""1 year ago"";","""1 год назад"";","""一年前"";",,"""1 tahun yang lalu"";"
714,Strings/Localizable.strings,""" for""",""" for"";",,""" for"";",""" for"";",""" для"";",""" for"";",,""" untuk"";"
715,Strings/Localizable.strings,"""Ready For Pickup""","""Ready For Pickup"";",,"""Ready For Pickup"";","""พร้อมรับรถ"";","""Готов к выдаче"";","""准备拿起"";",,"""Sedia untuk diambil"";"
716,Strings/Localizable.strings,"""Add product details""","""Add product details"";",,"""Tambahkan butiran produk"";","""เพิ่มรายละเอียดสินค้า"";","""Добавить информацию о продукте"";","""添加产品详细信息"";",,"""Tambahkan detail produk"";"
717,Strings/Localizable.strings,""" Save Address""",,,,"""บันทึกที่อยู่"";","""Сохранить адрес"";","""保存地址"";",,"""Simpan Alamat"";"
718,Strings/Localizable.strings,"""Change Language""","""Change Language"";",,"""Change Language"";","""เปลี่ยนภาษา"";","""Изменить язык"";","""改变语言 "";",,"""Tukar bahasa"";"
719,Strings/Localizable.strings,"""fee of""","""fee of"";",,"""fee of"";","""ค่าธรรมเนียมของ"";","""комиссия в размере"";","""费用"";",,""""";"
720,Strings/Localizable.strings,"""appreciate""","""appreciated"";",,"""appreciated"";","""ซาบซึ้ง"";","""начислить благодарность"";","""赞赏"";",,"""Penghargaan"";"
721,Strings/Localizable.strings,"""Always""","""Always"";",,"""Always"";","""Always"";","""Всегда"";","""Always"";",,"""Sentiasa"";"
722,Strings/Localizable.strings,"""You are appreciating""","""You are appreciating"";",,"""You are appreciating"";","""คุณกำลังแสดงความขอบคุณ"";","""Вы начисляете благодарность"";","""你很欣赏"";",,"""Anda menghargai"";"
723,Strings/Localizable.strings,"""CANCEL""","""CANCEL"";",,"""CANCEL"";","""ยกเลิก"";","""ОТМЕНА"";","""取消"";",,"""BATAL"";"
724,Strings/Localizable.strings,"""Nomination""","""Nomination"";","""Sự đề cử"";","""Nomination"";","""การเสนอชื่อ"";","""Sự đề cử"";","""提名"";",,"""Pencalonan"";"
725,Strings/Localizable.strings,"""Address line 2 (Optional)""",,,,"""กรุณาใส่ที่อยู่ 2"";","""Строка адреса 2 (необязательно)"";",,,
726,Strings/Localizable.strings,"""Select phone number""","""Select phone number"";",,"""Select phone number"";","""เลือกหมายเลขโทรศัพท์"";","""Выберите номер телефона"";","""选择联络号码"";",,"""Pilih nombor telefon"";"
727,Strings/Localizable.strings,"""I accept the Terms of service and Privacy Policy.""","""I accept the Terms of service and Privacy Policy."";",,"""I accept the Terms of service and Privacy Policy."";","""ฉันยอมรับ เงื่อนไขการให้บริการ และนโยบายความเป็นส่วนตัว"";","""Я принимаю условия обслуживания и Политику конфиденциальности."";","""我接受服务条款和隐私政策。"";",,"""Saya menerima Syarat perkhidmatan dan Dasar Privasi."";"
728,Strings/Localizable.strings,"""Test""","""Test"";",,"""Test"";","""Test"";","""Проверить"";","""测试"";",,"""Ujian"";"
729,Strings/Localizable.strings,"""more points to redeem this reward""","""more points to redeem this reward"";",,"""more points to redeem this reward"";","""คะแนนเพิ่มเติมเพื่อรับรางวัลนี้"";","""больше баллов, чтобы получить это вознаграждение"";","""分就能兑换此奖励"";",,"""lebih banyak mata untuk menebus ganjaran ini"";"
730,Strings/Localizable.strings,"""Amount""","""Amount"";",,"""Amount"";","""จำนวน"";","""Сумма"";","""金额"";",,"""Jumlah"";"
731,Strings/Localizable.strings,"""Pincode""",,,,"""Pincode"";","""Пин-код"";","""引脚代码（可选）"";",,
732,Strings/Localizable.strings,"""FACE ID NOT MATCHING""","""FACE ID NOT MATCHING"";","""FACE ID KHÔNG PHÙ HỢP"";","""FACE ID NOT MATCHING"";","""ID ใบหน้าไม่ตรงกัน"";","""ЛИЦО ID НЕ СООТВЕТСТВУЕТ"";","""人脸 ID 不匹配"";",,"""ID WAJAH TIDAK COCOK"";"
733,Strings/Localizable.strings,"""Change Outlet""","""Change Outlet"";","""Thay đổi cửa hàng"";","""Change Outlet"";","""เปลี่ยนร้าน"";","""Изменить розетку"";","""更换插座"";",,"""Ganti Outlet"";"
734,Strings/Localizable.strings,"""Take Survey""","""Take Survey"";",,"""Take Survey"";","""ทำการสำรวจ"";","""Пройдите опрос"";","""参加调查"";",,"""Ikuti Tinjauan"";"
735,Strings/Localizable.strings,"""Position""","""Position"";",,"""Position"";","""ตำแหน่ง"";","""Положение"";","""应聘职位"";",,"""Kedudukan"";"
736,Strings/Localizable.strings,"""colleague's anniversary""","""colleague's anniversary"";",,"""colleague's anniversary"";","""วันครบรอบของเพื่อนร่วมงาน"";","""годовщина у коллеги"";","""同事的周年纪念日"";",,"""ulang tahun rakan sekerja"";"
737,Strings/Localizable.strings,"""Contact Number""","""Contact Number"";",,"""Contact Number"";","""ติดต่อ"";","""Контактный номер"";","""联络号码"";",,"""Nombor telefon"";"
738,Strings/Localizable.strings,"""Next""","""Next"";",,"""Next"";","""Next"";","""Дальше"";","""Next"";",,"""Terus"";"
739,Strings/Localizable.strings,"""BIRTHDAY""","""BIRTHDAY"";",,"""BIRTHDAY"";","""วันเกิด"";","""ДЕНЬ РОЖДЕНИЯ"";","""生日"";",,"""HARI JADI"";"
740,Strings/Localizable.strings,"""FEB""","""FEB"";",,"""FEB"";","""FEB"";","""ФЕВ"";","""2月"";",,"""FEB"";"
741,Strings/Localizable.strings,"""locationforposition""","""Others"";",,"""Others"";","""คนอื่น ๆ"";","""Others"";","""其他位置"";",,"""Lain-lain"";"
742,Strings/Localizable.strings,"""Smart Albums""","""Smart Albums"";",,"""Smart Albums"";","""อัลบั้มอัจฉริยะ"";","""Умные Альбомы"";","""智能相册"";",,
743,Strings/Localizable.strings,"""You need""","""You need"";",,"""You need"";","""คุณต้องการ"";","""Вам необходимо"";","""您需额外"";",,"""Awak perlu"";"
744,Strings/Localizable.strings,"""Reset""","""Reset"";","""Cài lại"";","""Reset"";","""รีเซ็ต"";","""Сброс настроек"";","""重启"";",,"""Mengatur ulang"";"
745,Strings/Localizable.strings,"""Select Functional Leader""","""Select Functional Leader"";","""Chọn nhà lãnh đạo chức năng"";","""Select Functional Leader"";","""เลือกหัวหน้างาน"";","""Выберите функционального лидера"";","""选择职能领导"";",,"""Pilih Pemimpin Fungsional"";"
746,Strings/Localizable.strings,"""Greetings""","""Greetings"";",,"""Greetings"";","""ทักทาย"";","""ПОЗДРАВЛЕНИЯ"";","""祝福"";",,"""Salam"";"
747,Strings/Localizable.strings,"""You have nominated""","""You have nominated"";","""Bạn đã đề cử"";","""You have nominated"";","""คุณได้เสนอชื่อ"";","""Вы назначили"";","""您已提名"";",,"""Anda telah mencalonkan"";"
